PHASE 901 Spring Movement
POSITIONS
	Kingdom of Denmark: fleet jel
	Tulunid Emirate: fleet jer
	Khaganate of Khazaria: army tam
	Neutral: army pam
	Neutral: army arm
	Eastern Roman Empire: fleet tar
	Principality of Kiev: army kie
	Neutral: army urg
	Abbasid Caliphate: army ira
	Kingdom of Denmark: army vik
	Kingdom of Denmark: fleet jor/ec
	Tulunid Emirate: army ale
	Neutral: army cyp
	Neutral: army dub
	Kingdom of Denmark: fleet let
	East Frankish Kingdom: army sax
	Kingdom of Denmark: fleet abo
	Eastern Roman Empire: fleet pec/ec
	Neutral: army bas
	Abbasid Caliphate: army bsr
	Neutral: army maz
	Neutral: army cos
	Neutral: army mav
	West Frankish Kingdom: army tou
	Neutral: army aze
	Neutral: army est
	Eastern Roman Empire: fleet cil
	East Frankish Kingdom: fleet sgs
	Neutral: army bul
	Neutral: army mau
	Neutral: army thr
	Neutral: army bja
	Neutral: army sic
	Umayyad Emirate: army cod
	West Frankish Kingdom: army nar
	Neutral: army/dislodged pec
	Neutral: army wsx
	Neutral: army bor
	Neutral: army cre
	East Frankish Kingdom: army bav
	Umayyad Emirate: army tol
	Kingdom of Denmark: supply vik
	East Frankish Kingdom: supply sax
	Khaganate of Khazaria: supply sak
	Abbasid Caliphate: supply ard
	Tulunid Emirate: supply dam
	Principality of Kiev: supply kie
	West Frankish Kingdom: supply nar
	Umayyad Emirate: supply snc
	Khaganate of Khazaria: supply tam
	West Frankish Kingdom: supply aqt
	Eastern Roman Empire: supply crn
	Umayyad Emirate: supply cod
	Principality of Kiev: supply ros
	Kingdom of Denmark: supply sca
	Umayyad Emirate: supply cad
	Abbasid Caliphate: supply ira
	East Frankish Kingdom: supply bre
	East Frankish Kingdom: supply bav
	Eastern Roman Empire: supply att
	Tulunid Emirate: supply bar
	East Frankish Kingdom: supply swa
	Khaganate of Khazaria: supply ati
	Principality of Kiev: supply nov
	Abbasid Caliphate: supply bag
	Khaganate of Khazaria: supply bnj
	Tulunid Emirate: supply jer
	Kingdom of Denmark: supply jor
	Tulunid Emirate: supply ale
	Umayyad Emirate: supply val
	Eastern Roman Empire: supply con
	Kingdom of Denmark: supply jel
	West Frankish Kingdom: supply gas
	Abbasid Caliphate: supply isf
	Principality of Kiev: supply smo
	Eastern Roman Empire: supply tar
	West Frankish Kingdom: supply par
	Neutral: supply bor
	Neutral: supply pam
	Neutral: supply cyp
	Neutral: supply bas
	Neutral: supply btt
	Neutral: supply maz
	Neutral: supply dub
	Neutral: supply dal
	Neutral: supply mav
	Neutral: supply low
	Neutral: supply sad
	Neutral: supply rom
	Neutral: supply geo
	Neutral: supply aze
	Neutral: supply lot
	Neutral: supply pec
	Neutral: supply arm
	Neutral: supply ifr
	Neutral: supply cos
	Neutral: supply sic
	Neutral: supply est
	Neutral: supply thr
	Neutral: supply bja
	Neutral: supply urg
	Neutral: supply wsx
	Neutral: supply cre
	Neutral: supply bul
	Neutral: supply mau
ORDERS
PHASE 901 Fall Movement
POSITIONS
	Khaganate of Khazaria: army sak
	Neutral: army btt
	Khaganate of Khazaria: army bnj
	Principality of Kiev: army ros
	Neutral: army ifr
	Eastern Roman Empire: army con
	Neutral: army dal
	Principality of Kiev: army smo
	Neutral: army geo
	West Frankish Kingdom: army aqt
	Neutral: army rom
	Khaganate of Khazaria: army ati
	East Frankish Kingdom: army ueg
	Neutral: army low
	Umayyad Emirate: fleet val
	Umayyad Emirate: fleet cad
	Abbasid Caliphate: army bag
	Abbasid Caliphate: army jaz
	Principality of Kiev: fleet nov
	Tulunid Emirate: fleet egy
	Neutral: army lot
	Neutral: army sad
	West Frankish Kingdom: fleet par
	Tulunid Emirate: army dam
	Tulunid Emirate: fleet jer
	Khaganate of Khazaria: army tam
	Neutral: army pam
	Neutral: army arm
	Eastern Roman Empire: fleet tar
	Principality of Kiev: army kie
	Neutral: army urg
	Abbasid Caliphate: army ira
	Kingdom of Denmark: army vik
	Kingdom of Denmark: fleet jor/ec
	Tulunid Emirate: army ale
	Neutral: army cyp
	Neutral: army dub
	Kingdom of Denmark: fleet let
	East Frankish Kingdom: army sax
	Kingdom of Denmark: fleet abo
	Eastern Roman Empire: fleet pec/ec
	Neutral: army bas
	Abbasid Caliphate: army bsr
	Neutral: army maz
	Neutral: army cos
	Neutral: army mav
	West Frankish Kingdom: army tou
	Neutral: army aze
	Neutral: army est
	Eastern Roman Empire: fleet cil
	East Frankish Kingdom: fleet sgs
	Neutral: army bul
	Neutral: army mau
	Neutral: army thr
	Neutral: army bja
	Neutral: army sic
	Umayyad Emirate: army cod
	West Frankish Kingdom: army nar
	Neutral: army wsx
	Neutral: army bor
	Neutral: army cre
	East Frankish Kingdom: army bav
	Umayyad Emirate: army tol
	Kingdom of Denmark: supply vik
	East Frankish Kingdom: supply sax
	Khaganate of Khazaria: supply sak
	Abbasid Caliphate: supply ard
	Tulunid Emirate: supply dam
	Principality of Kiev: supply kie
	West Frankish Kingdom: supply nar
	Umayyad Emirate: supply snc
	Khaganate of Khazaria: supply tam
	West Frankish Kingdom: supply aqt
	Eastern Roman Empire: supply crn
	Umayyad Emirate: supply cod
	Principality of Kiev: supply ros
	Kingdom of Denmark: supply sca
	Umayyad Emirate: supply cad
	Abbasid Caliphate: supply ira
	East Frankish Kingdom: supply bre
	East Frankish Kingdom: supply bav
	Eastern Roman Empire: supply att
	Tulunid Emirate: supply bar
	East Frankish Kingdom: supply swa
	Khaganate of Khazaria: supply ati
	Principality of Kiev: supply nov
	Abbasid Caliphate: supply bag
	Khaganate of Khazaria: supply bnj
	Tulunid Emirate: supply jer
	Kingdom of Denmark: supply jor
	Tulunid Emirate: supply ale
	Umayyad Emirate: supply val
	Eastern Roman Empire: supply con
	Kingdom of Denmark: supply jel
	West Frankish Kingdom: supply gas
	Abbasid Caliphate: supply isf
	Principality of Kiev: supply smo
	Eastern Roman Empire: supply tar
	West Frankish Kingdom: supply par
	Neutral: supply bor
	Neutral: supply pam
	Neutral: supply cyp
	Neutral: supply bas
	Neutral: supply btt
	Neutral: supply maz
	Neutral: supply dub
	Neutral: supply dal
	Neutral: supply mav
	Neutral: supply low
	Neutral: supply sad
	Neutral: supply rom
	Neutral: supply geo
	Neutral: supply aze
	Neutral: supply lot
	Neutral: supply pec
	Neutral: supply arm
	Neutral: supply ifr
	Neutral: supply cos
	Neutral: supply sic
	Neutral: supply est
	Neutral: supply thr
	Neutral: supply bja
	Neutral: supply urg
	Neutral: supply wsx
	Neutral: supply cre
	Neutral: supply bul
	Neutral: supply mau
ORDERS
	con move mac
	tar move ill
	cil move cap
	pec/ec move crn
	bnj move geo
	ati support geo move bnj
	tam hold
	sak support eas move tam
	let move sca
	jor/ec move wsx
	vik support bor move ula
	abo move bor
	bag hold
	jaz hold
	bsr hold
	ira move nef
	ros move chm
	nov move est
	smo support kie
	kie hold
	nar move aut
	par move bsa
	aqt support low move aut
	tou move spa
	cod move val
	tol support pam move zar
	val move bcs
	cad move gal
	egy move sey
	ale support jer
	dam move jer
	jer move egy
	sax move swa
	ueg move hel
	sgs move ngs
	bav move swa
PHASE 901 Fall Adjustment
POSITIONS
	Khaganate of Khazaria: army sak
	Neutral: army btt
	Khaganate of Khazaria: army bnj
	Principality of Kiev: army chm
	Neutral: army ifr
	Eastern Roman Empire: army mac
	Neutral: army dal
	Principality of Kiev: army smo
	Neutral: army geo
	West Frankish Kingdom: army aqt
	Neutral: army rom
	Khaganate of Khazaria: army ati
	East Frankish Kingdom: army hel
	Neutral: army low
	Umayyad Emirate: fleet bcs
	Umayyad Emirate: fleet gal
	Abbasid Caliphate: army bag
	Abbasid Caliphate: army jaz
	Principality of Kiev: fleet nov
	Tulunid Emirate: fleet egy
	Neutral: army lot
	Neutral: army sad
	West Frankish Kingdom: fleet bsa
	Tulunid Emirate: army jer
	Tulunid Emirate: fleet sey
	Khaganate of Khazaria: army tam
	Neutral: army pam
	Neutral: army arm
	Eastern Roman Empire: fleet ill
	Principality of Kiev: army kie
	Neutral: army urg
	Abbasid Caliphate: army nef
	Kingdom of Denmark: army vik
	Kingdom of Denmark: fleet jor/ec
	Tulunid Emirate: army ale
	Neutral: army cyp
	Neutral: army dub
	Kingdom of Denmark: fleet sca
	East Frankish Kingdom: army sax
	Kingdom of Denmark: fleet abo
	Eastern Roman Empire: fleet crn
	Neutral: army bas
	Abbasid Caliphate: army bsr
	Neutral: army maz
	Neutral: army cos
	Neutral: army mav
	West Frankish Kingdom: army spa
	Neutral: army aze
	Neutral: army est
	Eastern Roman Empire: fleet cap
	East Frankish Kingdom: fleet ngs
	Neutral: army bul
	Neutral: army mau
	Neutral: army thr
	Neutral: army bja
	Neutral: army sic
	Umayyad Emirate: army val
	West Frankish Kingdom: army aut
	Neutral: army wsx
	Neutral: army bor
	Neutral: army cre
	East Frankish Kingdom: army bav
	Umayyad Emirate: army tol
	Kingdom of Denmark: supply vik
	East Frankish Kingdom: supply sax
	Khaganate of Khazaria: supply sak
	Abbasid Caliphate: supply ard
	Tulunid Emirate: supply dam
	Principality of Kiev: supply kie
	West Frankish Kingdom: supply nar
	Umayyad Emirate: supply snc
	Khaganate of Khazaria: supply tam
	West Frankish Kingdom: supply aqt
	Eastern Roman Empire: supply crn
	Umayyad Emirate: supply cod
	Principality of Kiev: supply ros
	Kingdom of Denmark: supply sca
	Umayyad Emirate: supply cad
	Abbasid Caliphate: supply ira
	East Frankish Kingdom: supply bre
	East Frankish Kingdom: supply bav
	Eastern Roman Empire: supply att
	Tulunid Emirate: supply bar
	East Frankish Kingdom: supply swa
	Khaganate of Khazaria: supply ati
	Principality of Kiev: supply nov
	Abbasid Caliphate: supply bag
	Khaganate of Khazaria: supply bnj
	Tulunid Emirate: supply jer
	Kingdom of Denmark: supply jor
	Tulunid Emirate: supply ale
	Umayyad Emirate: supply val
	Eastern Roman Empire: supply con
	Kingdom of Denmark: supply jel
	West Frankish Kingdom: supply gas
	Abbasid Caliphate: supply isf
	Principality of Kiev: supply smo
	Eastern Roman Empire: supply tar
	West Frankish Kingdom: supply par
	Neutral: supply bor
	Neutral: supply pam
	Neutral: supply cyp
	Neutral: supply bas
	Neutral: supply btt
	Neutral: supply maz
	Neutral: supply dub
	Neutral: supply dal
	Neutral: supply mav
	Neutral: supply low
	Neutral: supply sad
	Neutral: supply rom
	Neutral: supply geo
	Neutral: supply aze
	Neutral: supply lot
	Neutral: supply pec
	Neutral: supply arm
	Neutral: supply ifr
	Neutral: supply cos
	Neutral: supply sic
	Neutral: supply est
	Neutral: supply thr
	Neutral: supply bja
	Neutral: supply urg
	Neutral: supply wsx
	Neutral: supply cre
	Neutral: supply bul
	Neutral: supply mau
ORDERS
PHASE 902 Spring Movement
POSITIONS
	Khaganate of Khazaria: army sak
	Neutral: army btt
	Khaganate of Khazaria: army bnj
	Principality of Kiev: army chm
	Neutral: army ifr
	Eastern Roman Empire: army mac
	Neutral: army dal
	Principality of Kiev: army smo
	Neutral: army geo
	West Frankish Kingdom: army aqt
	Neutral: army rom
	Khaganate of Khazaria: army ati
	East Frankish Kingdom: army hel
	Neutral: army low
	Umayyad Emirate: fleet bcs
	Umayyad Emirate: fleet gal
	Abbasid Caliphate: army bag
	Abbasid Caliphate: army jaz
	Principality of Kiev: fleet nov
	Tulunid Emirate: fleet egy
	Neutral: army lot
	Neutral: army sad
	West Frankish Kingdom: fleet bsa
	Tulunid Emirate: army jer
	Tulunid Emirate: fleet sey
	Khaganate of Khazaria: army tam
	Neutral: army pam
	Neutral: army arm
	Eastern Roman Empire: fleet ill
	Principality of Kiev: army kie
	Neutral: army urg
	Abbasid Caliphate: army nef
	Kingdom of Denmark: army vik
	Kingdom of Denmark: fleet jor/ec
	Tulunid Emirate: army ale
	Neutral: army cyp
	Neutral: army dub
	Kingdom of Denmark: fleet sca
	East Frankish Kingdom: army sax
	Kingdom of Denmark: fleet abo
	Eastern Roman Empire: fleet crn
	Neutral: army bas
	Abbasid Caliphate: army bsr
	Neutral: army maz
	Neutral: army cos
	Neutral: army mav
	West Frankish Kingdom: army spa
	Neutral: army aze
	Neutral: army est
	Eastern Roman Empire: fleet cap
	East Frankish Kingdom: fleet ngs
	Neutral: army bul
	Neutral: army mau
	Neutral: army thr
	Neutral: army bja
	Neutral: army sic
	Umayyad Emirate: army val
	West Frankish Kingdom: army aut
	Neutral: army pec
	Neutral: army wsx
	Neutral: army bor
	Neutral: army cre
	East Frankish Kingdom: army bav
	Umayyad Emirate: army tol
	Kingdom of Denmark: supply vik
	East Frankish Kingdom: supply sax
	Khaganate of Khazaria: supply sak
	Abbasid Caliphate: supply ard
	Tulunid Emirate: supply dam
	Principality of Kiev: supply kie
	West Frankish Kingdom: supply nar
	Umayyad Emirate: supply snc
	Khaganate of Khazaria: supply tam
	West Frankish Kingdom: supply aqt
	Eastern Roman Empire: supply crn
	Umayyad Emirate: supply cod
	Principality of Kiev: supply ros
	Kingdom of Denmark: supply sca
	Umayyad Emirate: supply cad
	Abbasid Caliphate: supply ira
	East Frankish Kingdom: supply bre
	East Frankish Kingdom: supply bav
	Eastern Roman Empire: supply att
	Tulunid Emirate: supply bar
	East Frankish Kingdom: supply swa
	Khaganate of Khazaria: supply ati
	Principality of Kiev: supply nov
	Abbasid Caliphate: supply bag
	Khaganate of Khazaria: supply bnj
	Tulunid Emirate: supply jer
	Kingdom of Denmark: supply jor
	Tulunid Emirate: supply ale
	Umayyad Emirate: supply val
	Eastern Roman Empire: supply con
	Kingdom of Denmark: supply jel
	West Frankish Kingdom: supply gas
	Abbasid Caliphate: supply isf
	Principality of Kiev: supply smo
	Eastern Roman Empire: supply tar
	West Frankish Kingdom: supply par
	Neutral: supply bor
	Neutral: supply pam
	Neutral: supply cyp
	Neutral: supply bas
	Neutral: supply btt
	Neutral: supply maz
	Neutral: supply dub
	Neutral: supply dal
	Neutral: supply mav
	Neutral: supply low
	Neutral: supply sad
	Neutral: supply rom
	Neutral: supply geo
	Neutral: supply aze
	Neutral: supply lot
	Neutral: supply pec
	Neutral: supply arm
	Neutral: supply ifr
	Neutral: supply cos
	Neutral: supply sic
	Neutral: supply est
	Neutral: supply thr
	Neutral: supply bja
	Neutral: supply urg
	Neutral: supply wsx
	Neutral: supply cre
	Neutral: supply bul
	Neutral: supply mau
ORDERS
